Notes,County,County Code,Deaths,Population,Crude Rate,Deaths,Population,Crude Rate
"Lawrence County, PA",42073,White,2106-3,,,610,49429,1234.1
"Lawrence County, PA",42073,,,,,630,50560,1246
"Lebanon County, PA",42075,Black or African American,2054-5,Male,M,1,131,763.4 (Unreliable)
"Lebanon County, PA",42075,Black or African American,2054-5,,,1,203,492.6 (Unreliable)
"Lebanon County, PA",42075,White,2106-3,Female,F,303,26141,1159.1
"Lebanon County, PA",42075,White,2106-3,Male,M,281,22826,1231.1
"Lebanon County, PA",42075,White,2106-3,,,584,48967,1192.6
"Lebanon County, PA",42075,,,,,585,49368,1185
"Lehigh County, PA",42077,Black or African American,2054-5,Female,F,2,560,357.1 (Unreliable)
"Lehigh County, PA",42077,Black or African American,2054-5,Male,M,7,578,1211.1 (Unreliable)
"Lehigh County, PA",42077,Black or African American,2054-5,,,9,1138,790.9 (Unreliable)
"Lehigh County, PA",42077,Other Race,2131-1,Female,F,1,293,341.3 (Unreliable)
"Lehigh County, PA",42077,Other Race,2131-1,,,1,553,180.8 (Unreliable)
"Lehigh County, PA",42077,White,2106-3,Female,F,711,69183,1027.7
"Lehigh County, PA",42077,White,2106-3,Male,M,696,57918,1201.7
"Lehigh County, PA",42077,White,2106-3,,,1407,127101,1107
"Lehigh County, PA",42077,,,,,1417,128792,1100.2
"Luzerne County, PA",42079,Black or African American,2054-5,Female,F,5,222,2252.3 (Unreliable)
"Luzerne County, PA",42079,Black or African American,2054-5,Male,M,2,314,636.9 (Unreliable)
"Luzerne County, PA",42079,Black or African American,2054-5,,,7,536,1306.0 (Unreliable)
"Luzerne County, PA",42079,White,2106-3,Female,F,1160,98464,1178.1
"Luzerne County, PA",42079,White,2106-3,Male,M,1019,75738,1345.4
"Luzerne County, PA",42079,White,2106-3,,,2179,174202,1250.8
"Luzerne County, PA",42079,,,,,2186,175109,1248.4
"Lycoming County, PA",42081,Black or African American,2054-5,Female,F,1,334,299.4 (Unreliable)
"Lycoming County, PA",42081,Black or African American,2054-5,Male,M,8,308,2597.4 (Unreliable)
"Lycoming County, PA",42081,Black or African American,2054-5,,,9,642,1401.9 (Unreliable)
"Lycoming County, PA",42081,White,2106-3,Female,F,300,28407,1056.1
"Lycoming County, PA",42081,White,2106-3,Male,M,320,23656,1352.7
"Lycoming County, PA",42081,White,2106-3,,,620,52063,1190.9
"Lycoming County, PA",42081,,,,,629,52852,1190.1
"Mc Kean County, PA",42083,Black or African American,2054-5,Male,M,1,12,8333.3 (Unreliable)
"Mc Kean County, PA",42083,Black or African American,2054-5,,,1,22,4545.5 (Unreliable)
"Mc Kean County, PA",42083,White,2106-3,Female,F,145,12948,1119.9
"Mc Kean County, PA",42083,White,2106-3,Male,M,177,10802,1638.6
"Mc Kean County, PA",42083,White,2106-3,,,322,23750,1355.8
"Mc Kean County, PA",42083,,,,,323,23839,1354.9
"Mercer County, PA",42085,Black or African American,2054-5,Female,F,12,1138,1054.5 (Unreliable)
"Mercer County, PA",42085,Black or African American,2054-5,Male,M,8,915,874.3 (Unreliable)
"Mercer County, PA",42085,Black or African American,2054-5,,,20,2053,974.2
"Mercer County, PA",42085,White,2106-3,Female,F,320,30872,1036.5
"Mercer County, PA",42085,White,2106-3,Male,M,337,26147,1288.9
"Mercer County, PA",42085,White,2106-3,,,657,57019,1152.2
"Mercer County, PA",42085,,,,,677,59204,1143.5
"Mifflin County, PA",42087,White,2106-3,Female,F,125,11958,1045.3
"Mifflin County, PA",42087,White,2106-3,Male,M,139,9714,1430.9
"Mifflin County, PA",42087,White,2106-3,,,264,21672,1218.2
"Mifflin County, PA",42087,,,,,264,21749,1213.8
"Monroe County, PA",42089,Black or African American,2054-5,Female,F,1,169,591.7 (Unreliable)
"Monroe County, PA",42089,Black or African American,2054-5,Male,M,2,184,1087.0 (Unreliable)
"Monroe County, PA",42089,Black or African American,2054-5,,,3,353,849.9 (Unreliable)
"Monroe County, PA",42089,White,2106-3,Female,F,173,16765,1031.9
"Monroe County, PA",42089,White,2106-3,Male,M,162,14879,1088.8
"Monroe County, PA",42089,White,2106-3,,,335,31644,1058.7
"Monroe County, PA",42089,,,,,338,32116,1052.4
"Montgomery County, PA",42091,Black or African American,2054-5,Female,F,55,6395,860
"Montgomery County, PA",42091,Black or African American,2054-5,Male,M,47,5639,833.5
"Montgomery County, PA",42091,Black or African American,2054-5,,,102,12034,847.6
"Montgomery County, PA",42091,Other Race,2131-1,Female,F,1,1425,70.2 (Unreliable)
"Montgomery County, PA",42091,Other Race,2131-1,Male,M,4,1452,275.5 (Unreliable)
"Montgomery County, PA",42091,Other Race,2131-1,,,5,2877,173.8 (Unreliable)
"Montgomery County, PA",42091,White,2106-3,Female,F,1582,158761,996.5
"Montgomery County, PA",42091,White,2106-3,Male,M,1404,132180,1062.2
"Montgomery County, PA",42091,White,2106-3,,,2986,290941,1026.3
"Montgomery County, PA",42091,,,,,3093,305852,1011.3
"Montour County, PA",42093,White,2106-3,Female,F,57,4460,1278
"Montour County, PA",42093,White,2106-3,Male,M,39,3522,1107.3
"Montour County, PA",42093,White,2106-3,,,96,7982,1202.7
"Montour County, PA",42093,,,,,96,8026,1196.1
"Northampton County, PA",42095,Black or African American,2054-5,Female,F,10,703,1422.5 (Unreliable)
"Northampton County, PA",42095,Black or African American,2054-5,Male,M,4,587,681.4 (Unreliable)
"Northampton County, PA",42095,Black or African American,2054-5,,,14,1290,1085.3 (Unreliable)
"Northampton County, PA",42095,White,2106-3,Female,F,537,56482,950.7
"Northampton County, PA",42095,White,2106-3,Male,M,632,47445,1332.1
"Northampton County, PA",42095,White,2106-3,,,1169,103927,1124.8
"Northampton County, PA",42095,,,,,1183,105592,1120.4
"Northumberland County, PA",42097,Black or African American,2054-5,Female,F,1,38,2631.6 (Unreliable)
"Northumberland County, PA",42097,Black or African American,2054-5,,,1,69,1449.3 (Unreliable)
"Northumberland County, PA",42097,White,2106-3,Female,F,370,27984,1322.2
"Northumberland County, PA",42097,White,2106-3,Male,M,340,22222,1530
"Northumberland County, PA",42097,White,2106-3,,,710,50206,1414.2
"Northumberland County, PA",42097,,,,,711,50350,1412.1
"Perry County, PA",42099,Black or African American,2054-5,Male,M,1,3,33333.3 (Unreliable)
"Perry County, PA",42099,Black or African American,2054-5,,,1,5,20000.0 (Unreliable)
"Perry County, PA",42099,White,2106-3,Female,F,73,7707,947.2
"Perry County, PA",42099,White,2106-3,Male,M,80,7094,1127.7
"Perry County, PA",42099,White,2106-3,,,153,14801,1033.7
"Perry County, PA",42099,,,,,154,14827,1038.6
"Philadelphia County, PA",42101,Black or African American,2054-5,Female,F,1157,148232,780.5
"Philadelphia County, PA",42101,Black or African American,2054-5,Male,M,996,106739,933.1
"Philadelphia County, PA",42101,Black or African American,2054-5,,,2153,254971,844.4
"Philadelphia County, PA",42101,Other Race,2131-1,Female,F,4,3890,102.8 (Unreliable)
"Philadelphia County, PA",42101,Other Race,2131-1,Male,M,12,3596,333.7 (Unreliable)
"Philadelphia County, PA",42101,Other Race,2131-1,,,16,7486,213.7 (Unreliable)
"Philadelphia County, PA",42101,White,2106-3,Female,F,3764,286995,1311.5
"Philadelphia County, PA",42101,White,2106-3,Male,M,3195,219222,1457.4
"Philadelphia County, PA",42101,White,2106-3,,,6959,506217,1374.7
"Philadelphia County, PA",42101,,,,,9128,768674,1187.5
"Pike County, PA",42103,Black or African American,2054-5,Female,F,1,13,7692.3 (Unreliable)
"Pike County, PA",42103,Black or African American,2054-5,Male,M,2,13,15384.6 (Unreliable)
"Pike County, PA",42103,Black or African American,2054-5,,,3,26,11538.5 (Unreliable)
"Pike County, PA",42103,White,2106-3,Female,F,59,5233,1127.5
"Pike County, PA",42103,White,2106-3,Male,M,64,4717,1356.8
"Pike County, PA",42103,White,2106-3,,,123,9950,1236.2
"Pike County, PA",42103,,,,,126,10012,1258.5
"Potter County, PA",42105,White,2106-3,Female,F,37,4155,890.5
"Potter County, PA",42105,White,2106-3,Male,M,42,3693,1137.3
"Potter County, PA",42105,White,2106-3,,,79,7848,1006.6
"Potter County, PA",42105,,,,,79,7892,1001
"Schuylkill County, PA",42107,White,2106-3,Female,F,569,46111,1234
"Schuylkill County, PA",42107,White,2106-3,Male,M,516,37011,1394.2
"Schuylkill County, PA",42107,White,2106-3,,,1085,83122,1305.3
"Schuylkill County, PA",42107,,,,,1085,83377,1301.3
"Snyder County, PA",42109,White,2106-3,Female,F,80,7367,1085.9
"Snyder County, PA",42109,White,2106-3,Male,M,85,6553,1297.1
"Snyder County, PA",42109,White,2106-3,,,165,13920,1185.3
"Snyder County, PA",42109,,,,,165,13980,1180.3
"Somerset County, PA",42111,Other Race,2131-1,Male,M,1,21,4761.9 (Unreliable)
"Somerset County, PA",42111,Other Race,2131-1,,,1,46,2173.9 (Unreliable)
"Somerset County, PA",42111,White,2106-3,Female,F,230,20161,1140.8
"Somerset County, PA",42111,White,2106-3,Male,M,229,17043,1343.7
"Somerset County, PA",42111,White,2106-3,,,459,37204,1233.7
"Somerset County, PA",42111,,,,,460,37283,1233.8
"Sullivan County, PA",42113,White,2106-3,Female,F,24,1586,1513.2
"Sullivan County, PA",42113,White,2106-3,Male,M,19,1414,1343.7 (Unreliable)
"Sullivan County, PA",42113,White,2106-3,,,43,3000,1433.3
"Sullivan County, PA",42113,,,,,43,3006,1430.5
"Susquehanna County, PA",42115,Black or African American,2054-5,Male,M,1,13,7692.3 (Unreliable)
"Susquehanna County, PA",42115,Black or African American,2054-5,,,1,27,3703.7 (Unreliable)
"Susquehanna County, PA",42115,White,2106-3,Female,F,89,8999,989
"Susquehanna County, PA",42115,White,2106-3,Male,M,107,8050,1329.2
"Susquehanna County, PA",42115,White,2106-3,,,196,17049,1149.6
"Susquehanna County, PA",42115,,,,,197,17115,1151
"Tioga County, PA",42117,White,2106-3,Female,F,101,9291,1087.1
"Tioga County, PA",42117,White,2106-3,Male,M,102,8139,1253.2
"Tioga County, PA",42117,White,2106-3,,,203,17430,1164.7
"Tioga County, PA",42117,,,,,203,17488,1160.8
"Union County, PA",42119,White,2106-3,Female,F,75,6869,1091.9
"Union County, PA",42119,White,2106-3,Male,M,71,6224,1140.7
"Union County, PA",42119,White,2106-3,,,146,13093,1115.1
"Union County, PA",42119,,,,,146,13413,1088.5
"Venango County, PA",42121,Black or African American,2054-5,Male,M,2,68,2941.2 (Unreliable)
"Venango County, PA",42121,Black or African American,2054-5,,,2,135,1481.5 (Unreliable)
"Venango County, PA",42121,White,2106-3,Female,F,194,15573,1245.7
"Venango County, PA",42121,White,2106-3,Male,M,170,13274,1280.7
"Venango County, PA",42121,White,2106-3,,,364,28847,1261.8
"Venango County, PA",42121,,,,,366,29051,1259.9
"Warren County, PA",42123,White,2106-3,Female,F,133,11864,1121
"Warren County, PA",42123,White,2106-3,Male,M,137,10223,1340.1
"Warren County, PA",42123,White,2106-3,,,270,22087,1222.4
"Warren County, PA",42123,,,,,270,22178,1217.4
"Washington County, PA",42125,Black or African American,2054-5,Female,F,28,1773,1579.2
"Washington County, PA",42125,Black or African American,2054-5,Male,M,16,1383,1156.9 (Unreliable)
"Washington County, PA",42125,Black or African American,2054-5,,,44,3156,1394.2
"Washington County, PA",42125,White,2106-3,Female,F,569,54425,1045.5
"Washington County, PA",42125,White,2106-3,Male,M,641,46045,1392.1
"Washington County, PA",42125,White,2106-3,,,1210,100470,1204.3
"Washington County, PA",42125,,,,,1254,103824,1207.8
"Wayne County, PA",42127,White,2106-3,Female,F,108,8953,1206.3
"Wayne County, PA",42127,White,2106-3,Male,M,104,7834,1327.5
"Wayne County, PA",42127,White,2106-3,,,212,16787,1262.9
"Wayne County, PA",42127,,,,,212,16842,1258.8
"Westmoreland County, PA",42129,Black or African American,2054-5,Female,F,13,1327,979.7 (Unreliable)
"Westmoreland County, PA",42129,Black or African American,2054-5,Male,M,13,1106,1175.4 (Unreliable)
"Westmoreland County, PA",42129,Black or African American,2054-5,,,26,2433,1068.6
"Westmoreland County, PA",42129,Other Race,2131-1,Male,M,1,229,436.7 (Unreliable)
"Westmoreland County, PA",42129,Other Race,2131-1,,,1,479,208.8 (Unreliable)
"Westmoreland County, PA",42129,White,2106-3,Female,F,966,98563,980.1
"Westmoreland County, PA",42129,White,2106-3,Male,M,1056,83928,1258.2
"Westmoreland County, PA",42129,White,2106-3,,,2022,182491,1108
"Westmoreland County, PA",42129,,,,,2049,185403,1105.2
"Wyoming County, PA",42131,White,2106-3,Female,F,47,5730,820.2
"Wyoming County, PA",42131,White,2106-3,Male,M,67,5094,1315.3
"Wyoming County, PA",42131,White,2106-3,,,114,10824,1053.2
"Wyoming County, PA",42131,,,,,114,10856,1050.1
"York County, PA",42133,Black or African American,2054-5,Female,F,8,1553,515.1 (Unreliable)
"York County, PA",42133,Black or African American,2054-5,Male,M,17,1285,1323.0 (Unreliable)
"York County, PA",42133,Black or African American,2054-5,,,25,2838,880.9
"York County, PA",42133,Other Race,2131-1,Male,M,1,183,546.4 (Unreliable)
"York County, PA",42133,Other Race,2131-1,,,1,435,229.9 (Unreliable)
"York County, PA",42133,White,2106-3,Female,F,649,71833,903.5
"York County, PA",42133,White,2106-3,Male,M,676,63422,1065.9
"York County, PA",42133,White,2106-3,,,1325,135255,979.6
"York County, PA",42133,,,,,1351,138528,975.3
"Bristol County, RI",44001,White,2106-3,Female,F,81,11744,689.7
"Bristol County, RI",44001,White,2106-3,Male,M,109,10186,1070.1
"Bristol County, RI",44001,White,2106-3,,,190,21930,866.4
"Bristol County, RI",44001,,,,,190,22083,860.4
"Kent County, RI",44003,Black or African American,2054-5,Male,M,2,128,1562.5 (Unreliable)
"Kent County, RI",44003,Black or African American,2054-5,,,2,248,806.5 (Unreliable)
"Kent County, RI",44003,White,2106-3,Female,F,360,37390,962.8
"Kent County, RI",44003,White,2106-3,Male,M,384,31518,1218.4
"Kent County, RI",44003,White,2106-3,,,744,68908,1079.7
"Kent County, RI",44003,,,,,746,69459,1074
"Newport County, RI",44005,Black or African American,2054-5,Female,F,2,552,362.3 (Unreliable)
"Newport County, RI",44005,Black or African American,2054-5,Male,M,6,453,1324.5 (Unreliable)
"Newport County, RI",44005,Black or African American,2054-5,,,8,1005,796.0 (Unreliable)
"Newport County, RI",44005,Other Race,2131-1,Male,M,1,155,645.2 (Unreliable)
"Newport County, RI",44005,Other Race,2131-1,,,1,320,312.5 (Unreliable)
"Newport County, RI",44005,White,2106-3,Female,F,179,17638,1014.9
"Newport County, RI",44005,White,2106-3,Male,M,166,15043,1103.5
"Newport County, RI",44005,White,2106-3,,,345,32681,1055.7
"Newport County, RI",44005,,,,,354,34006,1041
"Providence County, RI",44007,Black or African American,2054-5,Female,F,21,4309,487.4
"Providence County, RI",44007,Black or African American,2054-5,Male,M,30,3470,864.6
"Providence County, RI",44007,Black or African American,2054-5,,,51,7779,655.6
"Providence County, RI",44007,Other Race,2131-1,Female,F,2,1111,180.0 (Unreliable)
"Providence County, RI",44007,Other Race,2131-1,Male,M,3,910,329.7 (Unreliable)
"Providence County, RI",44007,Other Race,2131-1,,,5,2021,247.4 (Unreliable)
"Providence County, RI",44007,White,2106-3,Female,F,1595,144365,1104.8
"Providence County, RI",44007,White,2106-3,Male,M,1509,112598,1340.2
"Providence County, RI",44007,White,2106-3,,,3104,256963,1208
"Providence County, RI",44007,,,,,3160,266763,1184.6
"Washington County, RI",44009,Black or African American,2054-5,Female,F,1,135,740.7 (Unreliable)
"Washington County, RI",44009,Black or African American,2054-5,Male,M,3,148,2027.0 (Unreliable)
"Washington County, RI",44009,Black or African American,2054-5,,,4,283,1413.4 (Unreliable)
"Washington County, RI",44009,Other Race,2131-1,Female,F,3,279,1075.3 (Unreliable)
"Washington County, RI",44009,Other Race,2131-1,Male,M,3,227,1321.6 (Unreliable)
"Washington County, RI",44009,Other Race,2131-1,,,6,506,1185.8 (Unreliable)
"Washington County, RI",44009,White,2106-3,Female,F,187,19098,979.2
"Washington County, RI",44009,White,2106-3,Male,M,191,16590,1151.3
"Washington County, RI",44009,White,2106-3,,,378,35688,1059.2
"Washington County, RI",44009,,,,,388,36477,1063.7
"Abbeville County, SC",45001,Black or African American,2054-5,Female,F,10,1386,721.5 (Unreliable)
"Abbeville County, SC",45001,Black or African American,2054-5,Male,M,6,1127,532.4 (Unreliable)
"Abbeville County, SC",45001,Black or African American,2054-5,,,16,2513,636.7 (Unreliable)
"Abbeville County, SC",45001,White,2106-3,Female,F,29,3888,745.9
"Abbeville County, SC",45001,White,2106-3,Male,M,35,3299,1060.9
"Abbeville County, SC",45001,White,2106-3,,,64,7187,890.5
"Abbeville County, SC",45001,,,,,80,9717,823.3
"Aiken County, SC",45003,Black or African American,2054-5,Female,F,59,4933,1196
"Aiken County, SC",45003,Black or African American,2054-5,Male,M,70,3779,1852.3
"Aiken County, SC",45003,Black or African American,2054-5,,,129,8712,1480.7
"Aiken County, SC",45003,White,2106-3,Female,F,156,18757,831.7
"Aiken County, SC",45003,White,2106-3,Male,M,159,16561,960.1
"Aiken County, SC",45003,White,2106-3,,,315,35318,891.9
"Aiken County, SC",45003,,,,,444,44153,1005.6
"Allendale County, SC",45005,Black or African American,2054-5,Female,F,15,1331,1127.0 (Unreliable)
"Allendale County, SC",45005,Black or African American,2054-5,Male,M,14,935,1497.3 (Unreliable)
"Allendale County, SC",45005,Black or African American,2054-5,,,29,2266,1279.8
"Allendale County, SC",45005,White,2106-3,Female,F,15,1085,1382.5 (Unreliable)
"Allendale County, SC",45005,White,2106-3,Male,M,11,848,1297.2 (Unreliable)
"Allendale County, SC",45005,White,2106-3,,,26,1933,1345.1
"Allendale County, SC",45005,,,,,55,4214,1305.2
"Anderson County, SC",45007,Black or African American,2054-5,Female,F,49,4501,1088.6
"Anderson County, SC",45007,Black or African American,2054-5,Male,M,29,3414,849.4
"Anderson County, SC",45007,Black or African American,2054-5,,,78,7915,985.5
"Anderson County, SC",45007,Other Race,2131-1,Male,M,1,55,1818.2 (Unreliable)
"Anderson County, SC",45007,Other Race,2131-1,,,1,118,847.5 (Unreliable)
"Anderson County, SC",45007,White,2106-3,Female,F,202,26962,749.2
"Anderson County, SC",45007,White,2106-3,Male,M,235,22874,1027.4
"Anderson County, SC",45007,White,2106-3,,,437,49836,876.9
"Anderson County, SC",45007,,,,,516,57869,891.7
"Bamberg County, SC",45009,Black or African American,2054-5,Female,F,17,1754,969.2 (Unreliable)
"Bamberg County, SC",45009,Black or African American,2054-5,Male,M,19,1331,1427.5 (Unreliable)
"Bamberg County, SC",45009,Black or African American,2054-5,,,36,3085,1166.9
"Bamberg County, SC",45009,White,2106-3,Female,F,22,2093,1051.1
"Bamberg County, SC",45009,White,2106-3,Male,M,12,1770,678.0 (Unreliable)
"Bamberg County, SC",45009,White,2106-3,,,34,3863,880.1
"Bamberg County, SC",45009,,,,,70,6966,1004.9
"Barnwell County, SC",45011,Black or African American,2054-5,Female,F,21,1507,1393.5
"Barnwell County, SC",45011,Black or African American,2054-5,Male,M,15,1086,1381.2 (Unreliable)
"Barnwell County, SC",45011,Black or African American,2054-5,,,36,2593,1388.4
"Barnwell County, SC",45011,White,2106-3,Female,F,23,2798,822
"Barnwell County, SC",45011,White,2106-3,Male,M,22,2371,927.9
"Barnwell County, SC",45011,White,2106-3,,,45,5169,870.6
"Barnwell County, SC",45011,,,,,81,7785,1040.5
"Beaufort County, SC",45013,Black or African American,2054-5,Female,F,31,3539,876
"Beaufort County, SC",45013,Black or African American,2054-5,Male,M,28,2640,1060.6
"Beaufort County, SC",45013,Black or African American,2054-5,,,59,6179,954.8
"Beaufort County, SC",45013,White,2106-3,Female,F,39,7614,512.2
"Beaufort County, SC",45013,White,2106-3,Male,M,48,6937,691.9
"Beaufort County, SC",45013,White,2106-3,,,87,14551,597.9
"Beaufort County, SC",45013,,,,,146,20843,700.5
"Berkeley County, SC",45015,Black or African American,2054-5,Female,F,27,3889,694.3
"Berkeley County, SC",45015,Black or African American,2054-5,Male,M,40,3215,1244.2
"Berkeley County, SC",45015,Black or African American,2054-5,,,67,7104,943.1
"Berkeley County, SC",45015,White,2106-3,Female,F,38,11012,345.1
"Berkeley County, SC",45015,White,2106-3,Male,M,80,11077,722.2
"Berkeley County, SC",45015,White,2106-3,,,118,22089,534.2
"Berkeley County, SC",45015,,,,,185,29828,620.2
"Calhoun County, SC",45017,Black or African American,2054-5,Female,F,18,1258,1430.8 (Unreliable)
"Calhoun County, SC",45017,Black or African American,2054-5,Male,M,13,959,1355.6 (Unreliable)
"Calhoun County, SC",45017,Black or African American,2054-5,,,31,2217,1398.3
"Calhoun County, SC",45017,White,2106-3,Female,F,9,1445,622.8 (Unreliable)
"Calhoun County, SC",45017,White,2106-3,Male,M,9,1258,715.4 (Unreliable)
"Calhoun County, SC",45017,White,2106-3,,,18,2703,665.9 (Unreliable)
"Calhoun County, SC",45017,,,,,49,4926,994.7
"Charleston County, SC",45019,Black or African American,2054-5,Female,F,149,17609,846.2
"Charleston County, SC",45019,Black or African American,2054-5,Male,M,147,12823,1146.4
"Charleston County, SC",45019,Black or African American,2054-5,,,296,30432,972.7
"Charleston County, SC",45019,Other Race,2131-1,Male,M,1,345,289.9 (Unreliable)
"Charleston County, SC",45019,Other Race,2131-1,,,1,693,144.3 (Unreliable)
"Charleston County, SC",45019,White,2106-3,Female,F,248,35234,703.9
"Charleston County, SC",45019,White,2106-3,Male,M,254,31092,816.9
"Charleston County, SC",45019,White,2106-3,,,502,66326,756.9
"Charleston County, SC",45019,,,,,799,97451,819.9
"Cherokee County, SC",45021,Black or African American,2054-5,Female,F,20,1448,1381.2
"Cherokee County, SC",45021,Black or African American,2054-5,Male,M,17,1110,1531.5 (Unreliable)
"Cherokee County, SC",45021,Black or African American,2054-5,,,37,2558,1446.4
"Cherokee County, SC",45021,White,2106-3,Female,F,66,7985,826.5
"Cherokee County, SC",45021,White,2106-3,Male,M,68,6609,1028.9
"Cherokee County, SC",45021,White,2106-3,,,134,14594,918.2
"Cherokee County, SC",45021,,,,,171,17184,995.1
"Chester County, SC",45023,Black or African American,2054-5,Female,F,32,2152,1487
"Chester County, SC",45023,Black or African American,2054-5,Male,M,28,1549,1807.6
"Chester County, SC",45023,Black or African American,2054-5,,,60,3701,1621.2
"Chester County, SC",45023,Other Race,2131-1,Male,M,1,7,14285.7 (Unreliable)
"Chester County, SC",45023,Other Race,2131-1,,,1,20,5000.0 (Unreliable)
"Chester County, SC",45023,White,2106-3,Female,F,48,5121,937.3
"Chester County, SC",45023,White,2106-3,Male,M,55,4094,1343.4
"Chester County, SC",45023,White,2106-3,,,103,9215,1117.7
"Chester County, SC",45023,,,,,164,12936,1267.8
"Chesterfield County, SC",45025,Black or African American,2054-5,Female,F,17,2294,741.1 (Unreliable)
"Chesterfield County, SC",45025,Black or African American,2054-5,Male,M,20,1806,1107.4
"Chesterfield County, SC",45025,Black or African American,2054-5,,,37,4100,902.4
"Chesterfield County, SC",45025,White,2106-3,Female,F,50,6173,810
"Chesterfield County, SC",45025,White,2106-3,Male,M,73,5212,1400.6
"Chesterfield County, SC",45025,White,2106-3,,,123,11385,1080.4
"Chesterfield County, SC",45025,,,,,160,15497,1032.5
"Clarendon County, SC",45027,Black or African American,2054-5,Female,F,33,3051,1081.6
"Clarendon County, SC",45027,Black or African American,2054-5,Male,M,42,2250,1866.7
"Clarendon County, SC",45027,Black or African American,2054-5,,,75,5301,1414.8
"Clarendon County, SC",45027,White,2106-3,Female,F,24,2911,824.5
"Clarendon County, SC",45027,White,2106-3,Male,M,25,2471,1011.7
"Clarendon County, SC",45027,White,2106-3,,,49,5382,910.4
"Clarendon County, SC",45027,,,,,124,10690,1160
"Colleton County, SC",45029,Black or African American,2054-5,Female,F,22,2724,807.6
"Colleton County, SC",45029,Black or African American,2054-5,Male,M,18,2176,827.2 (Unreliable)
"Colleton County, SC",45029,Black or African American,2054-5,,,40,4900,816.3
"Colleton County, SC",45029,White,2106-3,Female,F,42,4296,977.7
"Colleton County, SC",45029,White,2106-3,Male,M,53,3777,1403.2
"Colleton County, SC",45029,White,2106-3,,,95,8073,1176.8
"Colleton County, SC",45029,,,,,135,13042,1035.1
"Darlington County, SC",45031,Black or African American,2054-5,Female,F,60,4644,1292
"Darlington County, SC",45031,Black or African American,2054-5,Male,M,56,3260,1717.8
"Darlington County, SC",45031,Black or African American,2054-5,,,116,7904,1467.6
"Darlington County, SC",45031,White,2106-3,Female,F,99,8979,1102.6
"Darlington County, SC",45031,White,2106-3,Male,M,95,7460,1273.5
"Darlington County, SC",45031,White,2106-3,,,194,16439,1180.1
"Darlington County, SC",45031,,,,,310,24365,1272.3
"Dillon County, SC",45033,Black or African American,2054-5,Female,F,20,2239,893.3
"Dillon County, SC",45033,Black or African American,2054-5,Male,M,10,1514,660.5 (Unreliable)
"Dillon County, SC",45033,Black or African American,2054-5,,,30,3753,799.4
"Dillon County, SC",45033,White,2106-3,Female,F,35,4207,831.9
"Dillon County, SC",45033,White,2106-3,Male,M,28,3378,828.9
"Dillon County, SC",45033,White,2106-3,,,63,7585,830.6
"Dillon County, SC",45033,,,,,93,11471,810.7
"Dorchester County, SC",45035,Black or African American,2054-5,Female,F,23,2788,825
"Dorchester County, SC",45035,Black or African American,2054-5,Male,M,28,2237,1251.7
"Dorchester County, SC",45035,Black or African American,2054-5,,,51,5025,1014.9
"Dorchester County, SC",45035,White,2106-3,Female,F,46,7940,579.3
"Dorchester County, SC",45035,White,2106-3,Male,M,62,7585,817.4
"Dorchester County, SC",45035,White,2106-3,,,108,15525,695.7
"Dorchester County, SC",45035,,,,,159,20772,765.5
"Edgefield County, SC",45037,Black or African American,2054-5,Female,F,12,1484,808.6 (Unreliable)
"Edgefield County, SC",45037,Black or African American,2054-5,Male,M,19,1276,1489.0 (Unreliable)
"Edgefield County, SC",45037,Black or African American,2054-5,,,31,2760,1123.2
"Edgefield County, SC",45037,White,2106-3,Female,F,25,2251,1110.6
"Edgefield County, SC",45037,White,2106-3,Male,M,22,1943,1132.3
"Edgefield County, SC",45037,White,2106-3,,,47,4194,1120.6
"Edgefield County, SC",45037,,,,,78,6970,1119.1
"Fairfield County, SC",45039,Black or African American,2054-5,Female,F,27,2176,1240.8
"Fairfield County, SC",45039,Black or African American,2054-5,Male,M,24,1833,1309.3
"Fairfield County, SC",45039,Black or African American,2054-5,,,51,4009,1272.1
"Fairfield County, SC",45039,White,2106-3,Female,F,23,2395,960.3
"Fairfield County, SC",45039,White,2106-3,Male,M,19,1939,979.9 (Unreliable)
"Fairfield County, SC",45039,White,2106-3,,,42,4334,969.1
"Fairfield County, SC",45039,,,,,93,8352,1113.5
"Florence County, SC",45041,Black or African American,2054-5,Female,F,97,7735,1254
"Florence County, SC",45041,Black or African American,2054-5,Male,M,106,5505,1925.5
"Florence County, SC",45041,Black or African American,2054-5,,,203,13240,1533.2
"Florence County, SC",45041,White,2106-3,Female,F,127,15798,803.9
"Florence County, SC",45041,White,2106-3,Male,M,150,13277,1129.8
"Florence County, SC",45041,White,2106-3,,,277,29075,952.7
"Florence County, SC",45041,,,,,480,42391,1132.3
"Georgetown County, SC",45043,Black or African American,2054-5,Female,F,32,3385,945.3
"Georgetown County, SC",45043,Black or African American,2054-5,Male,M,33,2563,1287.6
"Georgetown County, SC",45043,Black or African American,2054-5,,,65,5948,1092.8
"Georgetown County, SC",45043,White,2106-3,Female,F,33,5311,621.4
"Georgetown County, SC",45043,White,2106-3,Male,M,56,4767,1174.7
"Georgetown County, SC",45043,White,2106-3,,,89,10078,883.1
"Georgetown County, SC",45043,,,,,154,16054,959.3
"Greenville County, SC",45045,Black or African American,2054-5,Female,F,90,9384,959.1
"Greenville County, SC",45045,Black or African American,2054-5,Male,M,106,7068,1499.7
"Greenville County, SC",45045,Black or African American,2054-5,,,196,16452,1191.3
